โครงหน้าA,หูA,ตาA,จมูกA,ปากA,คางA,สัดส่วนA,ส่วนสูงA,รอบเอวA,น้ำหนักA,Cherprang [โครงหน้า],Pun [โครงหน้า],Orn  [โครงหน้า],Jennis [โครงหน้า],Noey  [โครงหน้า],Mobile [โครงหน้า],Music [โครงหน้า],Cherprang [หู],Pun [หู],Orn [หู],Jennis [หู],Noey  [หู],Mobile [หู],Music [หู],Cherprang [ตา],Pun [ตา],Orn [ตา],Jennis [ตา],Noey [ตา],Mobile [ตา],Music [ตา],Cherprang [จมูก],Pun [จมูก],Orn [จมูก],Jennis [จมูก],Noey [จมูก],Mobile [จมูก],Music [จมูก],Cherprang [ปาก],Pun [ปาก],Orn [ปาก],Jennis [ปาก],Noey [ปาก],Mobile [ปาก],Music [ปาก],Cherprang [คิ้ว],Pun [คิ้ว],Orn [คิ้ว],Jennis [คิ้ว],Noey [คิ้ว],Mobile [คิ้ว],Music [คิ้ว],Cherprang [คาง],Pun [คาง],Orn [คาง],Jennis [คาง],Noey [คาง],Mobile [คาง],Music [คาง],Cherprang [สัดส่วน],Pun [สัดส่วน],Orn [สัดส่วน],Jennis [สัดส่วน],Noey [สัดส่วน],Mobile [สัดส่วน],Music [สัดส่วน],ต่ำกว่า 150 [สูง],150 - 152 [สูง],153 - 154 [สูง],155 - 156 [สูง],157 - 158 [สูง],159 - 160 [สูง],161 - 162 [สูง],163 - 164 [สูง],165 - 166 [สูง],167 - 168 [สูง],169 - 170 [สูง],171 - 172 [สูง],173 - 175 [สูง],175 - 176 [สูง],สูงกว่า 176 [สูง],ตำกว่า 18 [เอว],18 [เอว],19 [เอว],20 [เอว],21 [เอว],22 [เอว],23 [เอว],24 [เอว],25 [เอว],26 [เอว],มากกว่า 26 [เอว],38 -- [หนัก],38 [หนัก],39 [หนัก],40 [หนัก],41 [หนัก],42 [หนัก],43 [หนัก],44 [หนัก],45 [หนัก],46 [หนัก],47 [หนัก],48 [หนัก],49 [หนัก],50 [หนัก],51 [หนัก],52 [หนัก],52 ++ [หนัก],ร่าเริง,ขี้อ้อน,ขี้กลัว,แข็งแกร่ง,เป็นผู้นำ,ดูแมน ๆ,ดูบอบบาง,น่ารัก,เซ็กซี่,ห้าว
1,5,5,3,3,4,3,3,4,3,5,4,4,4,2,4,4,5,5,5,3,5,2,1,5,4,1,2,1,2,4,4,2,5,3,2,2,4,5,5,2,2,1,5,2,5,5,4,1,4,2,3,5,3,5,3,1,2,3,5,2,4,4,2,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3,2,4,4,5,4,5,3,2,5,3,5,3,4,1,1,5,5,1,3,3,3,5,5,1,1,1,5,2,2,5,2,4,4,3,2,3,5,4,5,1,2,2,3,5,3,4,2,3,3,4,4,3,3,4,1,2,3,3,3,1,4,5,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,1,5,4,1,3,4,5,1,5,5,2,5,1,3,4,5,4,1,2,2,1,4,4,4,3,3,1,4,5,1,4,3,2,1,3,5,5,4,3,3,2,1,5,2,5,2,3,1,3,1,3,4,3,4,5,1,4,1,4,3,5,3,2,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,5,3,1,2,4,1,4,2,4,5,5,3,3,5,5,1,5,2,4,5,1,2,1,4,4,4,2,1,3,4,5,2,1,5,1,4,3,5,1,5,1,1,2,2,5,4,5,4,5,1,2,5,5,1,5,4,5,4,5,2,1,3,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,3,3,1,1,5,2,1,2,2,4,2,2,1,2,5,3,5,4,4,2,1,2,2,4,2,5,3,4,4,4,4,4,5,4,2,5,1,4,5,2,2,3,3,1,5,3,3,2,3,1,5,5,4,3,3,2,2,5,1,4,2,2,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,5,4,4,3,5,3,5,4,4,5,5,3,4,3,1,4,4,5,3,3,5,2,5,4,3,4,5,5,2,5,5,1,4,1,1,1,3,5,1,1,4,5,1,3,5,3,1,4,4,2,1,5,2,5,3,5,5,5,3,3,3,5,5,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,2,3,3,1,2,2,4,2,2,5,4,2,4,3,3,3,4,3,4,1,3,1,2,4,1,3,4,4,1,4,4,4,5,5,4,2,3,4,4,5,1,5,3,5,5,3,2,5,3,5,2,4,1,1,2,3,5,2,5,1,1,4,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3,1,1,4,5,3,4,5,4,4,1,4,4,1,1,4,5,2,3,1,5,3,2,5,4,3,3,2,3,5,5,2,4,3,2,1,3,5,2,5,5,2,5,3,4,5,3,2,3,4,3,4,4,5,4,5,2,5,1,2,1,5,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,3,2,1,4,3,3,3,4,3,2,5,5,5,5,5,3,5,2,2,1,4,4,5,5,4,5,3,3,4,5,1,3,1,3,5,5,2,1,3,5,1,3,4,1,1,3,4,4,5,5,5,3,3,3,3,1,5,1,1,3,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5,3,1,4,3,3,5,3,2,4,4,2,1,3,5,3,1,4,5,4,5,3,1,3,5,3,3,2,5,3,4,5,1,1,3,5,3,4,5,1,1,1,2,2,1,5,5,1,2,3,4,1,4,5,1,3,1,3,4,4,4,3,3,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,3,3,1,1,1,5,5,1,1,4,5,4,3,5,5,3,4,3,2,5,2,2,5,5,1,1,4,1,3,4,4,4,2,4,1,1,4,5,4,2,5,2,1,5,5,5,4,1,4,5,2,4,3,3,2,3,2,5,5,3,2,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,3,3,2,4,5,4,2,1,2,5,4,4,4,5,1,3,4,5,5,1,5,2,3,4,4,4,3,1,3,2,5,2,3,1,2,5,3,5,3,4,3,5,4,5,5,3,1,4,5,1,3,5,4,4,3,1,2,5,4,2,2,4,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,3,2,4,2,2,1,2,1,3,5,4,1,5,3,5,3,4,1,5,5,1,4,2,5,3,1,5,4,4,4,4,3,4,2,3,3,3,4,2,5,2,3,5,5,4,1,5,1,5,2,5,5,1,5,2,4,3,1,1,3,1,1,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,3,4,4,5,4,4,1,1,4,1,3,1,1,1,2,5,4,4,2,2,4,3,4,5,3,4,4,1,1,5,1,4,4,1,4,1,5,1,4,5,3,4,5,4,4,3,2,3,5,3,5,1,4,4,3,3,2,3,4,3,3,2,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,2,3,2,2,2,2,4,1,4,4,2,3,5,5,5,4,1,5,1,4,3,4,5,1,5,1,3,5,4,5,1,1,4,3,5,1,5,2,2,1,4,5,2,4,2,3,4,2,2,1,5,3,4,1,1,1,3,3,1,4,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,4,1,3,2,2,5,1,3,4,5,5,2,3,3,1,3,5,1,4,1,4,1,4,4,5,3,4,4,4,1,5,4,4,5,3,2,1,4,3,2,1,2,3,4,5,3,5,3,1,1,4,5,1,2,1,1,5,2,3,5,2,4,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,3,2,3,1,2,3,4,4,5,5,2,3,2,3,5,5,2,5,2,5,5,5,5,5,4,3,1,3,5,4,1,5,4,4,5,2,5,5,5,5,1,3,2,4,4,1,1,1,4,4,4,4,3,4,5,2,3,4,1,2,3,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,1,5,5,1,4,4,3,5,4,5,4,5,5,4,3,3,4,2,2,2,3,2,1,5,2,2,3,4,4,1,4,1,1,3,4,4,5,5,2,3,3,5,5,5,4,3,2,1,2,1,5,5,4,2,3,1,4,5,5,5,3,1,4,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2,2,2,1,4,4,1,5,5,5,1,1,3,5,5,4,5,3,4,5,3,4,4,4,4,3,1,2,1,2,4,1,3,3,1,3,2,4,3,2,5,3,1,2,4,3,4,2,4,2,5,5,4,2,1,2,3,1,3,2,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,1,1,5,4,2,1,2,2,1,5,4,5,2,4,1,1,5,1,3,2,2,4,5,4,5,5,4,5,2,5,4,3,1,2,1,1,2,4,4,4,1,2,1,5,5,1,1,3,4,5,1,5,3,4,4,1,2,2,3,2,1,2,5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,2,4,4,5,5,3,5,2,5,5,5,3,2,2,1,1,5,3,1,1,3,2,3,5,5,4,5,1,4,3,5,2,4,5,4,5,3,5,2,2,5,3,1,1,5,4,2,2,1,3,5,5,4,1,4,3,2,3,4,1,1,5,2,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,3,3,1,1,2,1,2,4,3,4,4,1,4,2,4,2,5,4,4,1,4,2,1,5,3,2,3,1,4,4,5,2,1,3,3,3,3,4,5,4,3,2,3,1,4,2,3,5,2,2,4,5,3,4,5,3,3,3,5,2,1,3,3,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4,3,3,4,1,5,1,5,4,4,1,3,2,2,4,4,5,4,3,2,3,4,5,4,1,5,3,1,4,5,4,5,4,3,3,2,1,5,2,2,4,4,1,4,4,3,5,5,2,4,3,4,3,5,2,1,3,3,5,5,5,5,1,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,5,3,3,3,2,1,2,5,2,4,1,2,2,3,4,5,5,2,3,3,4,1,2,5,4,2,4,5,2,2,4,2,5,1,3,2,5,4,1,2,5,2,2,5,4,4,3,4,2,2,3,4,1,2,4,4,4,5,1,4,3,4,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,5,2,5,2,4,3,3,1,1,5,5,3,4,1,4,3,4,1,1,5,2,1,1,5,3,1,4,2,1,2,4,3,2,3,5,3,5,4,4,5,2,4,3,4,4,4,3,4,3,5,4,4,1,1,5,4,3,1,5,1,3,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,3,5,1,4,2,1,4,1,5,5,1,5,2,1,5,4,4,5,3,4,1,2,5,5,3,4,3,5,1,5,4,1,3,3,3,1,2,5,5,4,1,2,4,4,4,1,3,3,2,3,5,4,1,3,1,5,5,2,1,3,5,5,2,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,1,4,4,3,4,5,3,5,5,5,5,3,4,4,4,4,5,4,5,5,2,2,3,4,3,5,2,3,1,4,4,1,3,1,2,4,1,5,2,1,4,3,3,2,4,4,1,4,3,5,5,4,5,2,4,2,5,2,1,3,5,1,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,3,2,2,1,1,4,5,1,4,5,5,4,3,4,4,4,4,5,3,3,2,1,4,4,2,5,2,4,5,4,3,3,4,3,5,4,4,3,1,1,2,1,3,4,2,1,1,3,3,3,5,3,1,1,1,1,1,5,4,4,5,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4,3,5,3,2,5,3,4,5,3,5,1,5,1,3,5,2,5,1,4,5,3,4,3,4,3,4,5,2,1,3,4,4,3,2,2,3,3,4,3,3,5,3,1,4,4,1,3,5,4,1,5,5,1,4,4,1,4,1,2,2,4,3,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4,5,3,1,3,5,4,1,3,5,1,5,1,2,3,2,4,2,1,1,2,5,4,5,2,3,4,4,2,1,5,3,5,5,5,3,4,4,4,2,5,5,2,4,4,3,5,5,4,5,2,5,2,2,3,4,2,2,5,2,2,2,4,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,1,3,2,3,4,5,4,4,4,5,1,4,1,4,5,5,4,3,3,3,2,5,4,3,2,4,5,4,5,4,4,3,2,3,1,5,5,2,5,5,3,1,3,5,5,2,2,4,3,5,5,4,4,4,3,4,1,1,4,1,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,1,4,3,1,5,2,5,3,1,5,2,1,4,2,4,3,4,4,5,3,1,5,2,4,1,5,3,5,2,5,5,2,3,5,5,5,2,4,5,1,1,3,5,3,5,3,5,5,3,3,1,4,1,2,4,2,4,1,1,1,4,5,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,5,5,5,3,4,1,2,1,2,4,1,2,5,4,3,3,5,1,5,3,3,5,2,4,2,4,3,4,2,1,4,4,2,3,1,4,4,5,4,1,2,4,2,3,5,2,4,1,1,3,3,4,3,4,1,5,5,2,4,1,1,5,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,2,3,3,3,1,4,2,2,1,5,5,1,4,1,2,1,5,2,2,5,3,5,4,4,2,3,2,3,2,5,5,5,4,3,1,3,3,4,3,5,4,2,1,5,5,3,3,4,5,4,5,4,3,5,1,4,2,5,1,5,2,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,2,5,4,3,5,1,2,5,1,5,3,1,2,4,2,2,4,2,5,5,2,1,4,4,1,2,4,1,2,4,5,4,4,5,3,4,5,4,2,4,1,5,4,1,4,1,5,4,3,3,5,5,5,2,4,3,3,3,4,1,3,5,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,5,1,2,1,4,2,5,2,3,4,2,2,4,1,5,1,4,2,4,2,3,4,4,5,1,5,2,4,4,5,5,3,1,2,3,2,5,4,2,1,3,4,5,4,4,1,5,2,1,4,1,5,5,3,3,4,2,3,1,3,3,4,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,3,3,1,2,3,1,3,2,3,4,5,2,1,5,5,4,5,1,5,3,5,3,2,4,3,3,5,5,3,2,4,1,5,1,5,4,5,4,5,3,3,4,4,5,5,4,4,1,1,4,1,4,4,5,3,3,4,1,3,3,1,5,4,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,3,3,3,2,2,2,4,4,3,4,1,2,2,4,2,2,5,3,3,2,1,4,4,4,1,2,4,5,2,2,5,2,3,4,4,5,2,4,4,1,3,1,5,2,4,3,2,1,5,2,2,5,2,1,2,2,4,1,5,5,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,1,2,1,3,1,4,3,3,4,4,3,4,2,1,1,1,5,4,1,3,4,2,5,5,5,1,4,4,3,1,5,1,2,3,4,5,2,5,4,2,1,3,2,2,4,1,1,1,3,2,1,5,5,5,2,3,4,3,5,5,1,4,4,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,5,3,5,3,4,5,1,4,5,1,2,2,5,5,5,5,3,5,1,4,4,2,5,1,1,3,1,2,3,4,2,5,1,2,2,3,4,3,1,2,3,2,5,5,2,3,5,3,1,4,4,4,2,4,4,1,1,5,5,2,2,5,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,4,2,3,3,4,5,4,2,5,2,1,5,5,2,2,4,3,1,3,2,5,5,5,2,5,5,5,1,3,5,3,3,5,2,5,5,5,2,4,4,4,4,2,5,5,1,5,5,1,4,4,3,3,3,5,5,2,1,5,1,5,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,2,4,1,5,3,1,2,2,5,3,4,2,2,3,1,4,2,3,4,5,5,1,5,4,3,2,3,3,3,4,5,1,1,3,1,3,4,5,3,5,4,5,1,4,2,1,3,5,1,5,4,1,2,1,1,1,5,2,2,5,5,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,3,4,4,3,4,3,2,5,2,5,1,4,2,5,5,4,5,3,2,1,1,5,4,4,5,4,2,2,2,4,4,2,2,5,5,1,3,4,4,2,1,2,5,3,5,3,5,5,1,5,3,4,5,3,1,1,2,3,2,5,5,2,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,2,1,1,4,2,4,5,2,2,5,1,1,1,3,3,4,4,4,3,3,2,5,4,4,4,3,1,2,4,4,4,5,2,2,5,4,1,5,5,2,3,2,4,1,5,5,2,3,2,5,5,5,4,4,2,2,3,5,5,3,2,5,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,2,3,4,2,1,5,4,5,4,5,1,1,2,3,4,5,4,2,4,5,3,1,4,5,1,5,2,4,2,4,3,3,2,3,5,2,5,4,4,2,5,2,5,5,2,5,2,4,3,1,4,4,3,4,5,4,1,4,1,3,4,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3,3,1,2,3,5,1,3,3,1,4,3,1,1,3,2,3,5,1,3,2,4,3,2,4,1,1,3,2,2,5,5,4,3,1,1,2,5,5,5,3,2,3,1,5,4,1,5,1,2,1,5,5,2,1,2,4,1,5,4,2,1,5,5,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,4,3,2,5,2,5,1,3,4,1,4,4,3,1,2,4,4,1,1,2,1,2,4,1,2,3,3,4,5,4,3,1,3,5,5,4,5,1,2,4,3,5,4,5,3,3,2,2,5,4,5,2,3,5,2,2,1,1,2,3,4,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5,2,5,5,3,1,3,3,2,4,2,1,2,5,4,5,4,2,3,2,4,3,3,4,2,4,2,3,4,4,5,4,1,2,2,1,5,4,1,4,3,5,4,3,4,1,2,1,3,1,5,4,5,3,2,2,1,5,5,3,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5,4,2,3,2,3,2,5,2,5,4,1,3,4,3,2,3,4,4,1,1,3,5,3,4,1,2,2,4,5,1,4,5,3,3,1,1,3,5,3,2,3,3,5,3,5,4,4,1,2,2,4,5,5,3,3,5,3,3,1,5,1,4,4,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,5,4,3,2,1,1,2,1,2,5,4,2,5,3,3,4,5,3,3,2,5,5,1,4,2,3,1,2,4,2,5,3,1,3,1,2,1,4,5,4,5,3,2,2,5,3,5,3,5,4,3,5,5,3,1,5,1,1,2,5,2,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,4,4,4,2,4,2,5,2,5,5,1,3,3,3,1,3,5,4,3,3,5,3,4,5,1,2,5,4,1,2,5,1,4,2,4,2,2,4,2,5,5,2,2,3,4,3,3,2,3,3,5,4,2,2,1,2,1,2,3,4,1,3,5,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,4,5,2,3,2,1,4,4,2,5,2,5,4,3,1,5,4,2,1,1,4,2,5,4,1,3,5,2,1,3,4,1,1,5,3,3,4,4,2,5,5,5,2,2,5,2,4,5,5,3,3,4,1,3,3,5,1,4,4,2,5,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2,1,4,2,5,1,1,3,3,2,4,2,4,2,2,1,3,4,4,1,2,5,3,4,4,3,3,5,2,5,4,4,4,2,4,2,4,4,5,3,5,1,1,2,2,5,5,1,1,2,1,1,4,5,4,1,1,2,1,2,4,4,5,2,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,1,5,1,1,5,2,4,5,3,4,5,3,1,5,4,2,4,5,5,4,1,4,4,5,2,5,2,2,5,4,4,4,5,1,2,4,3,5,4,5,3,4,1,3,5,5,5,4,1,1,1,4,5,5,3,4,4,1,5,1,1,5,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
